PMID,Title,Abstract,Journal,Year,Authors,DOI,MeshTerms,PublicationTypes,SourceQueries,RetrievedAt
18343064,Antidepressant effect of Yueju-Wan ethanol extract and its fractions in mice models of despair.,"Yueju-Wan (YJ), a traditional Chinese medicinal formula, is commonly used for the treatment of depression-related syndromes in China. This study was conducted to evaluate the antidepressant activity of YJ ethanol extract (YJ-E) and its four different fractions, the petroleum ether fraction (YJ-EA), ethyl acetate fraction (YJ-EB), n-butanol fraction (YJ-EC) and final aqueous fraction (YJ-ED). Two experimental despair animal models: the mice tail suspension test (TST) and the mice forced swimming test (FST) were used to evaluate the antidepressant activity of YJ-E and its fractions. These extracts or fractions were administered orally for 7 days, while the parallel positive control was given at the same time using fluoxetine hydrochloride (FLU) in TST and imipramine hydrochloride (IMI) in FST respectively. YJ-E high dose (YJ-E2), YJ-EA, YJ-EC and the positive control groups could decrease the duration of immobility in the TST and FST and have no significant changes in locomotor activity. YJ-E low dose (YJ-E1), YJ-EB, YJ-ED and the vehicle solvent (VEH) control group have no obvious effect on these same tests. In these despair animal models, YJ ethanol extract, the petroleum ether fraction and n-butanol fraction show potent antidepressant effects. The petroleum ether fraction and n-butanol fraction appear to be the active fractions of YJ-E.",Journal of ethnopharmacology,2008,Wei X H; Cheng X M; Shen J S; Wang Z T,10.1016/j.jep.2008.02.004,"1-Butanol; Acetates; Animals; Antidepressive Agents; Antidepressive Agents, Second-Generation; Antidepressive Agents, Tricyclic; Chromatography, High Pressure Liquid; Depression; Dose-Response Relationship, Drug; Drugs, Chinese Herbal; Ethanol; Ethers; Fluoxetine; Hindlimb Suspension; Imipramine; Male; Mice; Mice, Inbred ICR; Motor Activity; Solvents; Swimming; Water","Journal Article; Research Support, Non-U.S. Gov't",formula_specific,2026-06-11 17:47:38
36844911,Mechanisms of paeoniaceae action as an antidepressant.,"Paeoniflorin (PF) has been widely used for the treatment of depression in mice models, some Chinese herbal compound containing PF on treating depression, such as Xiaoyao San, Chaihu-Shugan-San, Danggui Shaoyao San etc. Many experiments are also verifying whether PF in these powders can be used as an effective component in the treatment of depression. Therefore, in this review the antidepressant effect of PF and its mechanism of action are outlined with particular focus on the following aspects: increasing the levels of monoamine neurotransmitters, inhibiting the HPA axis, promoting neuroprotection, enhancing neurogenesis in the hippocampus, and elevating levels of brain-derived neurotrophic factor (BDNF). This review may be helpful for the application of PF in the treatment of depression.",Frontiers in pharmacology,2022,Guo Wanxu; Yao Xiaoxiao; Cui Ranji; Yang Wei; Wang Lei,10.3389/fphar.2022.934199,,Journal Article; Review,formula_specific; herb_specific,2026-06-11 17:47:38
41485625,Chaihu Shugan San exerts antidepressant effects by driving microglial M2 polarization via inhibition of the IL-1β/JNK signaling pathway.,"Chaihu Shugan San (CSS) is a classic traditional Chinese medicine formula originally recorded in Jingyue Quanshu, historically used for regulating Qi and relieving depression. Its composition, centered on Bupleuri Radix as the sovereign herb for soothing the liver, is combined with other herbs to regulate Qi, activate blood, and harmonize the middle energizer. Clinical evidence supports its efficacy in improving depressive mood and somatic symptoms, aligning with its traditional use, while modern studies suggest a multi-component, multi-target mechanism underlying its antidepressant effects. This study sought to systematically elucidate the pharmacodynamic material basis of CSS responsible for its antidepressant effects, along with the related immunomodulatory mechanisms. The optimal active fraction of CSS was identified through a screening process utilizing a reserpine-induced zebrafish model of depression, with its chemical constituents characterized by UPLC-Q-TOF-MS/MS. The antidepressant efficacy of the identified optimal extract was further validated using a corticosterone-induced mouse model of depression. An integrated methodological approach, incorporating transcriptomics, network pharmacology, and molecular biology techniques, was employed to investigate the immunomodulatory mechanisms underlying the antidepressant effects of CSS. Spectrum-effect relationship analysis was conducted to identify key active components and elucidate their mechanisms of action. The 95 % ethanol extract of CSS (CSS-95) demonstrated the most robust antidepressant activity, significantly enhancing behavioral parameters in depression models. It was observed to upregulate levels of 5-hydroxytryptamine (5-HT) and dopamine (DA), while downregulating corticosterone (CORT), adrenocorticotropic hormone (ACTH), and pro-inflammatory cytokines (TNF-α, IL-6, IL-1β, IL-18). Additionally, CSS-95 elevated anti-inflammatory cytokines (IL-10, TGF-β). Mechanistic investigations indicated that CSS-95 inhibited microglial M1 polarization by reducing the CD86, promoted M2 polarization by increasing the CD206, and suppressed the expression of key proteins in the IL-1β/JNK pathway, including IL-1β, MyD88, TRAF6, TAK1, MKK4, p-JNK, and c-Jun. Spectrum-effect correlation analysis, integrated with network pharmacology, identified 13 potential active components. Among these, seven monomers, such as albiflorin and liquiritin, were validated as effective in the zebrafish model, modulating the expression of genes associated with 5-HT, TNF-α, IL-6, and the IL-1β/JNK pathway. HPLC quantitative analysis confirmed the presence of albiflorin, liquiritin, chlorogenic acid, naringin, glycyrrhizic acid, and saikosaponin D as quality markers associated with the antidepressant effects. CSS exhibits antidepressant effects through the synergistic actions of multiple components that inhibit the IL-1β/JNK signaling pathway, facilitate microglial polarization towards the M2 phenotype, and ultimately suppress neuroinflammation. These findings offer a scientific foundation for the clinical application and quality control of CSS.",Journal of ethnopharmacology,2026,Ren Haiqin; Liu Kaili; Li Jianli; Wang Jiafeng; Wang Hao; Zhang Tianlei; Liu Lin; Gao Yuan; Qiang Fajing; Qu Zhongyuan; Zou Xiang,10.1016/j.jep.2025.121137,"Animals; Antidepressive Agents; Zebrafish; Depression; Mice; Male; Microglia; Interleukin-1beta; Plant Extracts; Disease Models, Animal; MAP Kinase Signaling System; Mice, Inbred C57BL; Behavior, Animal; Reserpine; Signal Transduction",Journal Article,formula_specific,2026-06-11 17:47:38
30841419,Modified Xiaoyao San ameliorates depressive-like behaviors by triggering autophagosome formation to alleviate neuronal apoptosis.,"Major depressive disorder (MDD) affects ˜16% of the world population. Chronic stressors contribute to reduced hippocampal volumes and increase the risk of developing MDD. Our previous work showed that XYS ameliorates social isolation and chronic unpredictable mild stress (CUMS) induced depressive-like behaviors in rats by regulating hypothalamic-pituitary-adrenal hyperactivation, locus coeruleus -norepinephrine activity and kynurenine/5-hydroxytryptamin balance. Here, we report that CUMS & isolation-treated mice exhibit depressive-like behaviors and show a phenotype of mixed apoptosis/autophagy characteristic in mice hippocampus in vivo. Modified Xiaoyao San (MXS) significantly ameliorates CUMS & social isolation-induced anhedonia, loss of interests, psychomotor retardation and behavioral despair. It suppresses the apoptosis by downregulaing condensation of heterochromatin and reducing hippocampal TdT-mediated dUTP Nick-End Labeling (TUNEL)-positive cells. MSX significantly inhibits mitochondrial outer membrane permeabilization (MOMP) reduces the release of cytochrome C and the shift of apoptosis inducing factor (AIF) from mitochondria to nucleus. Further, it stimulates the formation of autophagosomes and activates the expression of Atg5 and LC3II. Combined silencing of Atg5 and Atg7 dampens MOMP and impaired the anti-apoptotic effects of MXS. In conclusion, MXS ameliorates depressive-like behaviors by triggering autophagy to alleviate neuronal apoptosis. MXS is an effective supplement for MDD treatment, and can be harnessed to enhance autophagy and synergize with antidepressant action.",Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2019,Wang Mengmeng; Bi Yanmeng; Zeng Shanmei; Liu Yuan; Shao Meng; Liu Kai; Deng Yanjia; Wen Ge; Sun Xuegang; Zeng Ping; Jing Linlin; Lv Zhiping,10.1016/j.biopha.2018.12.141,"Animals; Antidepressive Agents; Apoptosis; Apoptosis Inducing Factor; Autophagosomes; Autophagy; Depression; Major Depressive Disorder; Drugs, Chinese Herbal; Hippocampus; Male; Mice; Mice, Inbred C57BL; Mitochondria; Neurons; Permeability; Signal Transduction; Stress, Psychological",Journal Article,formula_specific,2026-06-11 17:47:38
40127829,"Ferulic acid in Chaihu Shugan San modulates depression-like behavior, endothelial and gastrointestinal dysfunction in rats via the Ghrl-Edn1/Mecp2/P-mTOR/VEGFA pathway: A multi-omics study.","In a global context of escalating multimorbidity, characterized by the co-occurrence of major depressive disorder (MDD), endothelial dysfunction (ED), and gastrointestinal dysregulation (GD), the quest for effective treatments has become paramount. Central to these interconnected conditions is oxidative stress (OS), a pivotal factor that has been extensively studied yet remains inadequately addressed. This study introduces Chaihu-Shugan-San (CSS) and its absorbed component ferulic acid (FA), a potent antioxidant derived from medicinal plants, as a novel therapeutic approach with the unique ability to counter the multifaceted effects of acute forced swimming (AFS)-induced depression, ED, and GD. Unlike traditional single-disease-focused studies, our research explores the synergistic effects of CSS and FA across these interrelated disorders, offering a groundbreaking perspective. This study aims to evaluate CSS and FA in treating depression-related multimorbidity triggered by AFS and to uncover the shared underlying mechanisms of FA. A depression-like model in rats was induced by AFS, and an OS model was established in endothelial cells (ECs) through hydrogen peroxide treatment. We investigated the effects of CSS and FA on MDD, ED, and GD in rats and OS levels in ECs. Our assessments included hematoxylin and eosin (HE) staining, biochemical assays, and behavioral studies. We conducted an integrated analysis of transcriptomics, proteomics, and phosphoproteomics data to elucidate the underlying mechanisms. The identification of relevant targets was confirmed through Western blotting (WB), real-time quantitative polymerase chain reaction (RT-qPCR), molecular docking studies, and an extensive literature review. Our findings indicate that CSS and FA not only significantly mitigate AFS-induced abnormalities in the open field test (OFT), forced swim test (FST), and related behaviors such as gastric emptying and intestinal transit in rats but also ameliorate depression, ED, GD, inflammation and OS-related biomarker levels, alongside HE staining in gastric sinus and aorta slices. The study also highlights that FA can influence OS and endothelial function in ECs. Moreover, a combined multi-omics analysis unveiled several OS-related pathways, including the mTOR and p53 signaling pathways. Our research elucidates that the Ghrl-Edn1/Mecp2/P-mTOR/Vegfa-associated OS signaling pathway is pivotal in countering AFS-induced multimorbidity, expanding beyond the conventional disease-specific focus. This pioneering study underscores capability of CSS and FA to tackle AFS-induced multimorbidity concurrently and intricately details FA's antioxidative mechanisms within ECs. The insights gleaned offer a novel perspective on FA's role in multimorbidity regulation and its potential to modulate OS, especially in the complex environment of ECs. Given the urgent global health challenges, our research positions FA as a promising therapeutic contender, advocating for a paradigm shift in multimorbidity management.",Journal of ethnopharmacology,2025,Xu Min; Zhang Qian-Tao; Zhou Li; Cai Ya-Wen; Liu Hao; Zhao Qiu-Long; Tian Jing-Hua; Huang Yun-Ke; Ren Ping; Huang Xi,10.1016/j.jep.2025.119624,"Animals; Coumaric Acids; Male; Rats; Rats, Sprague-Dawley; Depression; TOR Serine-Threonine Kinases; Gastrointestinal Diseases; Vascular Endothelial Growth Factor A; Humans; Behavior, Animal; Signal Transduction; Plant Extracts; Disease Models, Animal; Oxidative Stress; Swimming; Multiomics",Journal Article,formula_specific; herb_specific,2026-06-11 17:47:38
30687098,Involvement of NMDA-AKT-mTOR Signaling in Rapid Antidepressant-Like Activity of Chaihu-jia-Longgu-Muli-tang on Olfactory Bulbectomized Mice.,"<b>Background:</b> Fast-onset antidepressants are urgently needed. Chaihu-jia-Longgu-Muli-tang (CLM), a classic Chinese herbal medicine, has been used for antidepressant treatment with long history. Olfactory bulbectomization (OB) model is validated for identification of rapid antidepressant efficacy. Here we used OB model for investigating the rapid onset activity of CLM in mice, and also tested the involvement of prefrontal Akt-mTOR and associated AMPA/NMDA receptors as well as hippocampal BDNF in the rapid antidepressant-like effect of CLM. <b>Methods:</b> The OB model was first characterized with depression-like behaviors and the time course changes of the behaviors. The fast onset of antidepressant effect of CLM was evaluated using sucrose preference test, tail suspension test and forced swim test in OB mice after a single administration. The expression of synaptic proteins of AMPA and NMDA subunits as well as Akt/mTOR signaling in the prefrontal cortex, and hippocampal BDNF was evaluated with the immunoblotting method. <b>Results:</b> A single dose of CLM significantly improved the deficiency in the sucrose preference and decreased the immobility time in the tail suspension test in OB mice. In the prefrontal cortex (PFC) in OB mice, there was lower expression level of the AMPA receptor subunit GluR1, rescued by a single dose of CLM. Additionally, the expression of NMDA subunit NR1 was up-regulated in OB mice, whereas mTOR and its upstream Akt signalings were both down-regulated. These deficiencies were reversed by a single dose of CLM. The CLM treatment also attenuated the expressions of NMDA receptor subunits NR2A and NR2B, which did not change in OB mice. In the hippocampus, expressions of GluR1 and brain derived neurotrophic factor (BDNF) were both up-regulated in OB mice, although CLM increased GluR1, but not BDNF. <b>Conclusion:</b> CLM elicited rapid antidepressant-like effects in the OB model mice, and CLM reversal of the abnormality in PFC expression of AMPA and NMDA receptors and associated Akt-mTOR signaling may underlie the effects.",Frontiers in pharmacology,2018,Wang Xing; Zou Zhilu; Shen Qinqin; Huang Zhiheng; Chen Jie; Tang Juanjuan; Xue Wenda; Tao Weiwei; Wu Haoxin; Wang Dawei; Chen Gang,10.3389/fphar.2018.01537,,Journal Article,formula_specific,2026-06-11 17:47:38
39957155,Quantitative proteomic analysis of the brain reveals the potential antidepressant mechanism of Jiawei Danzhi Xiaoyao San in a chronic unpredictable mild stress mouse model of depression.,"To reveal the antidepressant mechanisms of Jiawei DanZhiXiaoYaoSan (,JD) in chronic unpredictable mild stress (CUMS)-induced depression in mice. Using the CUMS mouse model of depression, the antidepressant effects of JD were assessed using the sucrose preference test (SPT), forced swimming test (FST), and tail suspension test (TST). Tandem mass tag (TMT)-based quantitative proteomic analysis of the brain was performed following JD treatment. Hierarchical clustering, Gene Ontology function annotation, Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment, and protein-protein interactions (PPIs) were used to analyze differentially expressed proteins (DEPs), which were further validated using quantitative real-time polymerase chain reaction (qRT-PCR) and Western blotting. Behavioral tests confirmed the anti-depressant effects of JD, and bioinformatics analysis revealed 59 DEPs, including 33 up-regulated and 26 down-regulated proteins, between the CUMS and JD-M groups. KEGG and PPI analyses revealed that neuro-filament proteins and the Ras signaling pathway may be key targets of JD in the treatment of depression. qRT-PCR and Western blotting results demonstrated that CUMS reduced the protein expression of neurofilament light (NEFL) and medium (NEFM) and inhibited the phosphorylation of extracellular regulated kinase 1/2 (ERK1/2), whereas JD promoted the phosphorylation of ERK1/2 and up-regulated the protein expression of NEFL and NEFM. The antidepressant mechanism of JD may be related to the up-regulation of p-ERK1/2 and neurofilament proteins.",Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan,2025,Yajing L I; Baoying Wang; Wenxue Shao; Shuaifei L U; Pan S U; Ming Bai; Erping X U; Yucheng L I,10.19852/j.cnki.jtcm.2025.01.003,"Animals; Mice; Drugs, Chinese Herbal; Antidepressive Agents; Proteomics; Depression; Male; Disease Models, Animal; Brain; Humans; Stress, Psychological",Journal Article,formula_specific,2026-06-11 17:47:38
36536902,Chemical component analysis of the traditional Chinese medicine Guipi Tang and its effects on major depressive disorder at molecular level.,"Guipi Tang (GPT) is a widely used traditional Chinese medicine that is used to treat major depressive disorder. However, the molecular mechanisms of its effects remain unclear. This study aimed to investigate the antidepressant-like effects of GPT and explore its underlying molecular mechanisms. Male Sprague-Dawley rats were subjected to a chronic unpredictable mild stress (CUMS) procedure and treated with various doses of GPT, with fluoxetine treatment as a positive control. Behavioural tests (including sucrose preference test, novelty-suppressed feeding test, open-field test and forced swim test), terminal deoxynucleotidyl transferase dUTP nick end labeling and enzyme-linked immunosorbent assay were conducted. The levels of Bax, Bcl-2, cleaved caspase-3, PI3K, p-PI3K, AKT, p-AKT, BDNF, TrkB and CREB or p-CREB were assessed at the protein level using western blotting or immunofluorescence. GPT consists of mainly known drugs, such as liquiritin and ginsenosides. It reversed depressive behaviours and decreased cell apoptosis in the hippocampi of CUMS rats. It significantly upregulated the protein level of Bax, p-Akt, p-PI3K, BDNF, TrkB and p-CREB and downregulated the level of cleaved caspase-3 and Bcl-2. GPT had anti-depressive activity as indicated by the amelioration of depression-like behaviour and the inhibition of hippocampal neuronal apoptosis in CUMS rats. This inhibition was mediated partly by modulating the PI3K/Akt and/or BDNF/TrkB/CREB pathway, in which, glycosides, the main components of GPT, might be involved.",Heliyon,2022,Li Tingting; Li Xiangting; Zhang Jingsi; Yu Zhonghai; Gong Fan; Wang Jun; Tang Haiyan; Xiang Jun; Zhang Wen; Cai Dingfang,10.1016/j.heliyon.2022.e12182,,Journal Article,formula_specific,2026-06-11 17:47:38
33825416,Mechanism underlying effect of Chaihu Shugan San on major depressive disorder: a network pharmacology-based study.,"To investigate the mechanism underpinning the effect of Chaihu Shugan San ( CHSGS) on major depressive disorder (MDD). We searched the compound components of from seven herbal ingredients of CHSGS from TCMSP, SymMap, ETCM, NPASS databases, and the chemical structure of the compound from PubChem, and collected the compound targets from TCMSP and TargetNet databases, and MDD-related targets from DiseaseGene Network. We established protein-protein interaction in the STRING database. Through gene mapping, topology analysis and enrichment analysis, the core targets and pathways of CHSGS for MDD, and the involved biological processes (BP), cell components (CC), and molecular functions (MF) were predicted. We collected a total of 1135 CHSGS compounds. After screening by ADME standards and the five rules of Ribinski, we obtained 99 different chemical components with different chemical structures, and related targets of 183 different CHSGS compounds. In the DiseaseGene Network, a total of 740 relevant targets for MDD were collected. Through gene mapping and topological analysis, 62 related targets of CHSGS for MDD, 24 targets with topological Chinese herbal medicine were obtained. Through enrichment analysis, 10 relevant pathways and 3 core pathways were obtained with the involvement of 127 BP, 27 CC, and 43 MF. There are multiple targets and signaling pathways are involved in the action of CHSGS in the treatment of MDD.",Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan,2021,Mu Jie; Zhang Shuang; Tang Feifei; Liu Shuling; Zhang Qianyi; Du Qianlei; Wang Xueqian; Wang Qingguo; Cheng Fafeng,,"Major Depressive Disorder; Drugs, Chinese Herbal; Humans; Proteins; Signal Transduction","Journal Article; Research Support, Non-U.S. Gov't",formula_specific; herb_specific,2026-06-11 17:47:38
40179998,Transcriptomic analysis and experiment to verify the mechanism of Xiaoyao san in the treatment of irritable bowel syndrome with depression.,"Xiaoyao san (XYS) is a classic traditional Chinese medicine compound first recorded in ""Taiping Huimin Heji Ju Fang"". Traditionally, it is used to treat irritable bowel syndrome (IBS) and depression. However, its mechanism of action in treating IBS patients with depressive symptoms is still unclear. This study aimed to investigate the effects of XYS on intestinal and depressive symptoms in IBS and explore the mechanisms through transcriptomic analysis and pharmacological experiments. IBS was induced in mice through a combination of chronic unpredictable mild stress and intragastric senna leaf stimulation. We evaluated six depressive parameters, examined colon tissue with hematoxylin and eosin staining and transmission electron microscopy, analyzed related proteins using western blotting, and performed transcriptomics on brain and intestinal tissues. The possible mechanism of action was speculated by network analysis of transcriptome results and further verified using the IBS model. The results show that XYS restored mouse weight, reduced intestinal symptoms and sensitivity, suppressed villous loss and atrophy, and enhanced the integrity of the intestinal mucosal barrier. Notably, XYS decreased the depression-like behavior. Transcriptomic analysis combined with pharmacological experiments revealed that XYS inhibited the expression of proteins related to the intestinal ACT1/TRAF6/P38MAPK/AP-1 signaling pathway while activating the brain's DRD2/TH signaling pathway and increasing dopamine release in the brain. XYS may regulate the brain-gut axis function and improve intestinal and depressive symptoms in IBS model mice through the intestinal ACT1/TRAF6/P38MAPK/AP-1 signaling pathway and the brain DRD2/TH signaling pathway.",Journal of ethnopharmacology,2025,Yu Jiaoyan; Li Xi; Sun Yantao; Wang Ludan; Zhang Yajun,10.1016/j.jep.2025.119732,"Animals; Irritable Bowel Syndrome; Drugs, Chinese Herbal; Depression; Male; Mice; Disease Models, Animal; Gene Expression Profiling; Transcriptome; Mice, Inbred C57BL; Intestinal Mucosa; Antidepressive Agents; Colon; Behavior, Animal",Journal Article,formula_specific,2026-06-11 17:47:38
36039087,SIRT1/FOXO1 Axis-Mediated Hippocampal Angiogenesis is Involved in the Antidepressant Effect of Chaihu Shugan San.,"Chaihu Shugan San (CSS) has a long history for treating major depressive disorder (MDD), which has been verified effectively and safely in clinical studies. Deficient angiogenesis plays important roles in MDD. However, the underlying mechanisms of CSS on angiogenesis remain poorly understood. Network pharmacology analysis was applied to explore the potential angiogenic targets and pathways between CSS and MDD. These targets would be validated in chronic unpredictable mild stress (CUMS)-induced depressive-like mice by Western blots, immunofluorescence, and immunohistochemistry. Then, the underlying molecular mechanisms were further investigated in brain microvascular endothelial cells (BMVECs) with CSS-containing serum by Western blots and immunofluorescence. Network pharmacology analysis showed that the antidepressant role of CSS was closely associated with Silent information regulator protein 1 (SIRT1)/Forkhead box O1 (FOXO1) axis-mediated angiogenesis. This prediction was confirmed in the following experiments. CSS induced angiogenesis, increased SIRT1 expression, and decreased FOXO1 expression in the hippocampus of CUMS mice. Five percent CSS-containing serum produced a significant increase in BMVECs proliferation, migration, and tube formation, but these effects were reduced by SIRT1 silencing. CSS serum could also promote FOXO1 translocation to the cytoplasm through SIRT1 signaling, which triggered FOXO1 protein degradation. What is more, CSS upregulated VEGFA and BDNF expressions not only in the hippocampus of depressive mice but also in BMVECs supernatants. Of note, these trophic factors play important roles in promoting neurogenesis. The study showed that CSS could promote angiogenesis and neurogenesis in the hippocampus of CUMS-induced mice. The underlying molecular mechanism involves the SIRT1/FOXO1 axis and subsequent regulation of VEGFA and BDNF. These findings provide novel insight into CSS drug development, and targeting the SIRT1/FOXO1 axis might be a promising strategy to treat MDD.","Drug design, development and therapy",2022,Zhang Shan; Lu Yujia; Shi Wei; Ren Yi; Xiao Kaihui; Chen Wei; Li Li; Zhao Jingjie,10.2147/DDDT.S370825,"Animals; Antidepressive Agents; Brain-Derived Neurotrophic Factor; Major Depressive Disorder; Endothelial Cells; Forkhead Box Protein O1; Hippocampus; Medicine, Chinese Traditional; Mice; Neovascularization, Pathologic; Sirtuin 1",Journal Article; Retracted Publication,formula_specific,2026-06-11 17:47:38
41802506,Chaihu Shugan San exerts antidepressant effects in female mice by suppressing hippocampal IL-6 and activating the cAMP-CaMKII-BDNF pathway.,"Chaihu Shugan San (CSS), a classical Traditional Chinese Medicine (TCM) formula, was first recorded in Jingyue Quanshu (1624 AD) for treating ""liver qi stagnation"" (Yu Syndrome), a TCM diagnostic pattern analogous to modern mood disorders. Although CSS has been prescribed for emotional distress, irritability, and depressive symptoms for centuries, the neurobiological mechanisms underlying its antidepressant efficacy, particularly in the context of gender-specific pathology, remain poorly revealed. The present study probed the antidepressant effects of CSS in female mice, while elucidating the underlying molecular mechanisms involving hippocampal neuroinflammation and neuroplasticity. We hypothesized that CSS reverses chronic stress-induced depressive phenotypes by suppressing interleukin-6 (IL-6), which in turn facilitates cAMP-CaMKII-BDNF signaling pathway in the hippocampus. Adult female C57BL/6J mice were subjected to a 5-week chronic unpredictable mild stress (CUMS) regimen to evoke depressive-like behaviors. During the final 2 weeks of the regimen, CSS was administered intragastrically at 0.5, 1.0, or 1.5 g/kg, with fluoxetine (10 mg/kg) as the positive control. Behavioral assessments included forced swimming test (FST), sucrose preference test (SPT), open field test (OFT), and tail suspension test (TST). Hippocampal IL-6, cAMP, CaMKII, and BDNF levels were quantified by ELISA. Mechanistic validation employed acute hippocampal microinjection of recombinant IL-6 (1 μg/site) and systemic administration of the CaMKII inhibitor KN-93 (6 mg/kg). Chemical constituents were identified by UHPLC-QTOF MS. CSS alleviated CUMS-induced depressive-like behaviors in a dose-dependent manner, cutting down immobility time in TST/FST and reinstating sucrose preference, similar to the action of fluoxetine. CSS significantly suppressed hippocampal IL-6 while upregulating cAMP, CaMKII activity, and BDNF expression. Acute IL-6 elevation completely abolished both the behavioral antidepressant effects and molecular actions of CSS. Pharmacological inhibition of CaMKII blocked CSS-induced behavioral improvement and its upregulation of cAMP-BDNF signaling, without affecting basal behaviors. CSS exhibited no anxiogenic or locomotor side effects. CSS exerts potent antidepressant effects in female mice through coordinated suppression of hippocampal IL-6 and activation of the cAMP-CaMKII-BDNF neuroplasticity-related pathway, with CaMKII playing a critical role in this process. These findings offer scientific evidence for the traditional use of CSS in addressing emotional disorders and highlight its therapeutic potential as a multi-targeted, anti-inflammatory botanical medicine for female-specific depression.",Journal of ethnopharmacology,2026,Liu Xiangfei; Luo Banxin; Gao Li; Zhang Lida; Li Xiao; Lu Qiuling; Zhang Junru; Zhu Junji; Qian Jiacheng; Shan Chenxiao; Luo Tong; Liang Yannis Yan; Liu Yaping; Han Wei,10.1016/j.jep.2026.121502,"Animals; Female; Antidepressive Agents; Hippocampus; Brain-Derived Neurotrophic Factor; Interleukin-6; Mice, Inbred C57BL; Calcium-Calmodulin-Dependent Protein Kinase Type 2; Mice; Depression; Signal Transduction; Cyclic AMP; Stress, Psychological; Behavior, Animal; Disease Models, Animal; Plant Extracts",Journal Article,formula_specific,2026-06-11 17:47:38
39981187,Efficacy and safety of Xiaoyao San in the treatment of chronic fatigue syndrome: a systematic review and meta-analysis.,"Xiaoyao San (XYS) has been increasingly used in China for treating chronic fatigue syndrome (CFS), but its efficacy and safety remain unclear. To systematically evaluate the efficacy and safety of XYS compared to standard biomedical treatments (SBT) in CFS patients. A comprehensive search of English and Chinese databases was conducted up to December 2024. Eligible studies included randomized controlled trials comparing XYS or XYS + SBT to SBT alone. Primary outcomes were effective rate (ER) and fatigue scale-14 (FS-14). Secondary outcomes included self-rating anxiety scale (SAS), self-rating depression scale (SDS), and adverse events (AEs). Data were analyzed using Review Manager 5.4, and evidence quality was assessed using the GRADE approach. Six studies involving 623 patients were included. The meta-analysis showed that XYS-based interventions significantly improved ER (RR = 1.27, 95% CI: 1.18-1.37, I<sup>2</sup> = 0%) and FS-14 (MD = 1.77, 95% CI: 1.49-2.06, I<sup>2</sup> = 54%). Subgroup analyses confirmed consistent efficacy for both XYS vs. SBT and XYS + SBT vs. SBT. Anxiety and depression improved significantly in the XYS + SBT group, with SAS (MD = 5.16, 95% CI: 3.84-6.48, I<sup>2</sup> = 24%) and SDS (MD = 4.62, 95% CI: 3.15-6.09, I<sup>2</sup> = 0%). Additionally, the risk of AEs was significantly reduced in the XYS + SBT group compared to SBT alone (RR = 0.48, 95% CI: 0.32-0.72, I<sup>2</sup> = 0%). However, the quality of evidence was rated ""low"" due to risk of bias and potential publication bias among the studies. XYS, whether alone or with SBT, is effective and safe for improving ER, fatigue, anxiety, and depression in CFS patients. However, due to the low quality of the evidence, results should be interpreted cautiously. High-quality RCTs with larger sample sizes and longer follow-up are needed to provide stronger evidence for the clinical use of XYS in managing CFS. https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=493084, identifier CRD42023493084.",Frontiers in pharmacology,2025,Wang Qianqian; Zhou Jian; Gong Guanwen,10.3389/fphar.2025.1496774,,Journal Article; Systematic Review,formula_specific,2026-06-11 17:47:38
