ingredient,target
Paeoniae_radix_alba_ing_30,TAR_338
Paeoniae_radix_alba_ing_30,TAR_99
Paeoniae_radix_alba_ing_30,TAR_205
Paeoniae_radix_alba_ing_30,TAR_169
Paeoniae_radix_alba_ing_30,TAR_143
Paeoniae_radix_alba_ing_9,TAR_180
Paeoniae_radix_alba_ing_9,TAR_329
Paeoniae_radix_alba_ing_9,TAR_261
Paeoniae_radix_alba_ing_9,TAR_205
Paeoniae_radix_alba_ing_9,TAR_348
Paeoniae_radix_alba_ing_9,TAR_432
Paeoniae_radix_alba_ing_9,TAR_275
Paeoniae_radix_alba_ing_43,TAR_60
Paeoniae_radix_alba_ing_43,TAR_450
Paeoniae_radix_alba_ing_43,TAR_497
Paeoniae_radix_alba_ing_34,TAR_298
Paeoniae_radix_alba_ing_34,TAR_493
Paeoniae_radix_alba_ing_34,TAR_136
Paeoniae_radix_alba_ing_34,TAR_20
Paeoniae_radix_alba_ing_34,TAR_56
Paeoniae_radix_alba_ing_77,TAR_177
Paeoniae_radix_alba_ing_77,TAR_374
Paeoniae_radix_alba_ing_77,TAR_403
Paeoniae_radix_alba_ing_77,TAR_161
Paeoniae_radix_alba_ing_77,TAR_224
Paeoniae_radix_alba_ing_77,TAR_311
Paeoniae_radix_alba_ing_77,TAR_262
Paeoniae_radix_alba_ing_77,TAR_60
Paeoniae_radix_alba_ing_77,TAR_198
Scutellariae_radix_ing_25,TAR_23
Scutellariae_radix_ing_25,TAR_363
Scutellariae_radix_ing_25,TAR_224
Scutellariae_radix_ing_25,TAR_1
Scutellariae_radix_ing_25,TAR_267
Scutellariae_radix_ing_25,TAR_474
Scutellariae_radix_ing_25,TAR_413
Scutellariae_radix_ing_69,TAR_187
Scutellariae_radix_ing_69,TAR_221
Scutellariae_radix_ing_69,TAR_36
Scutellariae_radix_ing_69,TAR_486
Scutellariae_radix_ing_69,TAR_341
Scutellariae_radix_ing_69,TAR_472
Scutellariae_radix_ing_43,TAR_161
Scutellariae_radix_ing_43,TAR_340
Scutellariae_radix_ing_43,TAR_435
Scutellariae_radix_ing_43,TAR_64
Scutellariae_radix_ing_43,TAR_369
Scutellariae_radix_ing_43,TAR_461
Scutellariae_radix_ing_43,TAR_154
Scutellariae_radix_ing_43,TAR_260
Scutellariae_radix_ing_43,TAR_159
Scutellariae_radix_ing_43,TAR_342
Scutellariae_radix_ing_43,TAR_210
Scutellariae_radix_ing_43,TAR_168
Scutellariae_radix_ing_52,TAR_284
Scutellariae_radix_ing_52,TAR_66
Scutellariae_radix_ing_52,TAR_99
Scutellariae_radix_ing_52,TAR_216
Scutellariae_radix_ing_52,TAR_341
Scutellariae_radix_ing_52,TAR_482
Scutellariae_radix_ing_52,TAR_195
Scutellariae_radix_ing_87,TAR_316
Scutellariae_radix_ing_87,TAR_292
Scutellariae_radix_ing_87,TAR_155
Scutellariae_radix_ing_87,TAR_208
Scutellariae_radix_ing_87,TAR_281
Scutellariae_radix_ing_1,TAR_147
Scutellariae_radix_ing_1,TAR_108
Scutellariae_radix_ing_1,TAR_221
Scutellariae_radix_ing_1,TAR_403
Scutellariae_radix_ing_1,TAR_297
Scutellariae_radix_ing_1,TAR_311
Scutellariae_radix_ing_1,TAR_336
Scutellariae_radix_ing_42,TAR_227
Scutellariae_radix_ing_42,TAR_227
Scutellariae_radix_ing_42,TAR_346
Scutellariae_radix_ing_42,TAR_110
Scutellariae_radix_ing_42,TAR_262
Scutellariae_radix_ing_42,TAR_243
Scutellariae_radix_ing_42,TAR_407
Scutellariae_radix_ing_42,TAR_462
Scutellariae_radix_ing_42,TAR_492
Scutellariae_radix_ing_42,TAR_408
Scutellariae_radix_ing_95,TAR_338
Scutellariae_radix_ing_95,TAR_44
Scutellariae_radix_ing_95,TAR_146
Scutellariae_radix_ing_95,TAR_264
Scutellariae_radix_ing_95,TAR_340
Scutellariae_radix_ing_82,TAR_172
Scutellariae_radix_ing_82,TAR_48
Scutellariae_radix_ing_82,TAR_420
Scutellariae_radix_ing_82,TAR_488
Scutellariae_radix_ing_82,TAR_385
Scutellariae_radix_ing_82,TAR_121
Scutellariae_radix_ing_82,TAR_345
Scutellariae_radix_ing_82,TAR_159
Scutellariae_radix_ing_82,TAR_116
Scutellariae_radix_ing_82,TAR_413
Scutellariae_radix_ing_82,TAR_102
Scutellariae_radix_ing_82,TAR_76
Scutellariae_radix_ing_4,TAR_126
Scutellariae_radix_ing_4,TAR_244
Scutellariae_radix_ing_4,TAR_313
Scutellariae_radix_ing_99,TAR_234
Scutellariae_radix_ing_99,TAR_213
Scutellariae_radix_ing_99,TAR_454
Scutellariae_radix_ing_99,TAR_323
Scutellariae_radix_ing_74,TAR_368
Scutellariae_radix_ing_74,TAR_357
Scutellariae_radix_ing_74,TAR_197
Scutellariae_radix_ing_74,TAR_254
Scutellariae_radix_ing_74,TAR_205
Scutellariae_radix_ing_74,TAR_125
Scutellariae_radix_ing_19,TAR_458
Scutellariae_radix_ing_19,TAR_385
Scutellariae_radix_ing_19,TAR_441
Scutellariae_radix_ing_99,TAR_399
Scutellariae_radix_ing_99,TAR_218
Scutellariae_radix_ing_99,TAR_113
Scutellariae_radix_ing_99,TAR_91
Coptidis_rhizoma_ing_60,TAR_286
Coptidis_rhizoma_ing_60,TAR_128
Coptidis_rhizoma_ing_60,TAR_470
Coptidis_rhizoma_ing_16,TAR_69
Coptidis_rhizoma_ing_16,TAR_411
Coptidis_rhizoma_ing_16,TAR_238
Coptidis_rhizoma_ing_16,TAR_342
Coptidis_rhizoma_ing_16,TAR_272
Coptidis_rhizoma_ing_16,TAR_287
Coptidis_rhizoma_ing_16,TAR_305
Coptidis_rhizoma_ing_16,TAR_163
Coptidis_rhizoma_ing_16,TAR_487
Coptidis_rhizoma_ing_16,TAR_387
Coptidis_rhizoma_ing_57,TAR_418
Coptidis_rhizoma_ing_57,TAR_369
Coptidis_rhizoma_ing_57,TAR_457
Coptidis_rhizoma_ing_57,TAR_259
Coptidis_rhizoma_ing_57,TAR_219
Coptidis_rhizoma_ing_57,TAR_426
Coptidis_rhizoma_ing_57,TAR_465
Coptidis_rhizoma_ing_57,TAR_281
Coptidis_rhizoma_ing_57,TAR_229
Coptidis_rhizoma_ing_57,TAR_460
Coptidis_rhizoma_ing_57,TAR_82
Coptidis_rhizoma_ing_57,TAR_381
Coptidis_rhizoma_ing_61,TAR_133
Coptidis_rhizoma_ing_61,TAR_385
Coptidis_rhizoma_ing_61,TAR_127
Coptidis_rhizoma_ing_61,TAR_431
Coptidis_rhizoma_ing_61,TAR_327
Coptidis_rhizoma_ing_61,TAR_142
Coptidis_rhizoma_ing_61,TAR_393
Coptidis_rhizoma_ing_61,TAR_399
