id,type,name
Tyrosol,Ingredient,Tyrosol
Magnolol,Ingredient,Magnolol
Isomitraphylline,Ingredient,Isomitraphylline
Oxalic Acid,Ingredient,Oxalic Acid
Propylene Glycol,Ingredient,Propylene Glycol
10-Dehydrogingerdione,Ingredient,10-Dehydrogingerdione
Rocaglamide,Ingredient,Rocaglamide
Alpha-Santalol,Ingredient,Alpha-Santalol
Melanin,Ingredient,Melanin
Kurarinol,Ingredient,Kurarinol
Resveratrol,Ingredient,Resveratrol
Jujuboside A,Ingredient,Jujuboside A
(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol,Ingredient,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol
Nanafrocin,Ingredient,Nanafrocin
Aminosalicylic Acid,Ingredient,Aminosalicylic Acid
20-Hydroxyecdysone,Ingredient,20-Hydroxyecdysone
Phorbol,Ingredient,Phorbol
Safrole,Ingredient,Safrole
Pregnenolone,Ingredient,Pregnenolone
Anthranilic Acid,Ingredient,Anthranilic Acid
Sodium Benzoate,Ingredient,Sodium Benzoate
Cycloastragenol,Ingredient,Cycloastragenol
"Butylethylene Ether,Hexanal",Ingredient,"Butylethylene Ether,Hexanal"
Lithocholic Acid,Ingredient,Lithocholic Acid
Licoagrochacone A,Ingredient,Licoagrochacone A
Bicuculline,Ingredient,Bicuculline
Prunetin,Ingredient,Prunetin
Costunolide,Ingredient,Costunolide
Nicotine,Ingredient,Nicotine
Epinephrine,Ingredient,Epinephrine
Sophoramine,Ingredient,Sophoramine
Stanolone,Ingredient,Stanolone
Deoxyguanosine Triphosphate,Ingredient,Deoxyguanosine Triphosphate
"3,5-Dihydroxybenzoic Acid",Ingredient,"3,5-Dihydroxybenzoic Acid"
(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]Pentanoic Acid,Ingredient,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]Pentanoic Acid
Androstenedione,Ingredient,Androstenedione
Disogenin,Ingredient,Disogenin
Terpineol,Ingredient,Terpineol
Arctigenin,Ingredient,Arctigenin
(+/-)Nicotine,Ingredient,(+/-)Nicotine
Ferruginol,Ingredient,Ferruginol
Phytol,Ingredient,Phytol
Baicalin,Ingredient,Baicalin
Nootkatone,Ingredient,Nootkatone
Caffeine,Ingredient,Caffeine
Cannabigerol,Ingredient,Cannabigerol
Histamine,Ingredient,Histamine
Catechol,Ingredient,Catechol
Piceatannol,Ingredient,Piceatannol
Isoferulic Acid,Ingredient,Isoferulic Acid
Lipoic Acid,Ingredient,Lipoic Acid
Taurolithocholic Acid,Ingredient,Taurolithocholic Acid
Terbutaline,Ingredient,Terbutaline
Crotonoside,Ingredient,Crotonoside
Soyasaponin I,Ingredient,Soyasaponin I
Icariin,Ingredient,Icariin
Cannabidiol,Ingredient,Cannabidiol
Calcitriol,Ingredient,Calcitriol
Methylprednisolone,Ingredient,Methylprednisolone
Isatin,Ingredient,Isatin
(20S)-Protopanaxadiol,Ingredient,(20S)-Protopanaxadiol
Indole,Ingredient,Indole
Honokiol,Ingredient,Honokiol
Benzoquinone,Ingredient,Benzoquinone
Maltose,Ingredient,Maltose
Tromethamine,Ingredient,Tromethamine
Vanillin,Ingredient,Vanillin
Baicalein,Ingredient,Baicalein
Auraptene,Ingredient,Auraptene
Mannose,Ingredient,Mannose
Deguelin,Ingredient,Deguelin
Paclitaxel,Ingredient,Paclitaxel
Schisandrin A,Ingredient,Schisandrin A
Apicidin,Ingredient,Apicidin
Trigonelline,Ingredient,Trigonelline
Asiaticoside,Ingredient,Asiaticoside
Miltirone,Ingredient,Miltirone
Raphanin,Ingredient,Raphanin
Kushenol X,Ingredient,Kushenol X
Caryophyllene,Ingredient,Caryophyllene
25-Hydroxycholecalciferol,Ingredient,25-Hydroxycholecalciferol
Pantoprazole,Ingredient,Pantoprazole
Arbutin,Ingredient,Arbutin
Dehydrocostuslactone,Ingredient,Dehydrocostuslactone
Cyclopamine,Ingredient,Cyclopamine
Chlorhexidine,Ingredient,Chlorhexidine
Isocryptotanshinone,Ingredient,Isocryptotanshinone
Alfatradiol,Ingredient,Alfatradiol
Isoorientin,Ingredient,Isoorientin
Cotinine,Ingredient,Cotinine
Phorbol-12-Myristate-13-Acetate,Ingredient,Phorbol-12-Myristate-13-Acetate
Uridylic Acid,Ingredient,Uridylic Acid
Geranylgeraniol,Ingredient,Geranylgeraniol
Nifedipine,Ingredient,Nifedipine
Alpha-Terpineol,Ingredient,Alpha-Terpineol
Metformin,Ingredient,Metformin
"3,7,7-Trimethylbicyclo[4.1.0]Hept-3-Ene,3-Carene",Ingredient,"3,7,7-Trimethylbicyclo[4.1.0]Hept-3-Ene,3-Carene"
Ibuprofen,Ingredient,Ibuprofen
Loliolide,Ingredient,Loliolide
Glycyrol,Ingredient,Glycyrol
Atrazine,Ingredient,Atrazine
"3',4'-Dihydroxyacetophenone",Ingredient,"3',4'-Dihydroxyacetophenone"
Salvianolic Acid B,Ingredient,Salvianolic Acid B
Protocatechualdehyde,Ingredient,Protocatechualdehyde
Z-Butylidenephthalide,Ingredient,Z-Butylidenephthalide
Ar-Turmerone,Ingredient,Ar-Turmerone
Procaine,Ingredient,Procaine
Harpagoside,Ingredient,Harpagoside
Dioscin,Ingredient,Dioscin
Shikonin,Ingredient,Shikonin
Urea,Ingredient,Urea
?-Carotene,Ingredient,?-Carotene
"2,6-Diacetyl-7,9-Dihydroxy-8,9B-Dimethyldibenzofuran-1,3-Dione",Ingredient,"2,6-Diacetyl-7,9-Dihydroxy-8,9B-Dimethyldibenzofuran-1,3-Dione"
Dalfampridine,Ingredient,Dalfampridine
2-(5-Hydroxy-1H-Indol-3-Yl)Acetic Acid,Ingredient,2-(5-Hydroxy-1H-Indol-3-Yl)Acetic Acid
Acetylshikonin,Ingredient,Acetylshikonin
Quercetagetin,Ingredient,Quercetagetin
Celastrol,Ingredient,Celastrol
Isolinderalactone,Ingredient,Isolinderalactone
Calycosin,Ingredient,Calycosin
Coumaric Acid,Ingredient,Coumaric Acid
Isotretinoin,Ingredient,Isotretinoin
Adenosine,Ingredient,Adenosine
"Dipentene,L-Limonene",Ingredient,"Dipentene,L-Limonene"
Allantoin,Ingredient,Allantoin
Rhamnetin,Ingredient,Rhamnetin
Fangchinoline,Ingredient,Fangchinoline
Quetiapine,Ingredient,Quetiapine
Trans-Phytol,Ingredient,Trans-Phytol
Allyl Isothiocyanate,Ingredient,Allyl Isothiocyanate
Endosulfan,Ingredient,Endosulfan
Nuciferine,Ingredient,Nuciferine
?-Cryptoxanthin,Ingredient,?-Cryptoxanthin
"Acetic Acid,Propionic Acid",Ingredient,"Acetic Acid,Propionic Acid"
Astilbin,Ingredient,Astilbin
Acrylamide,Ingredient,Acrylamide
Anacardic Acid,Ingredient,Anacardic Acid
Panaxynol,Ingredient,Panaxynol
Cysteamine,Ingredient,Cysteamine
(+)-Pentazocine,Ingredient,(+)-Pentazocine
Protocatechuic Acid,Ingredient,Protocatechuic Acid
Spinosin,Ingredient,Spinosin
Dimethylformamide,Ingredient,Dimethylformamide
Gamolenic Acid,Ingredient,Gamolenic Acid
Chlorpheniramine,Ingredient,Chlorpheniramine
CBR1,Target,CBR1
HP,Target,HP
F12,Target,F12
SHBG,Target,SHBG
NPVF,Target,NPVF
SLC16A1,Target,SLC16A1
PDE2A,Target,PDE2A
AHCY,Target,AHCY
KLF1,Target,KLF1
SLC1A3,Target,SLC1A3
CYP26A1,Target,CYP26A1
DIABLO,Target,DIABLO
PDK1,Target,PDK1
GLS,Target,GLS
AKR1C3,Target,AKR1C3
URAD,Target,URAD
SLC25A21,Target,SLC25A21
BTK,Target,BTK
ACE2,Target,ACE2
MCM2,Target,MCM2
CRISP2,Target,CRISP2
BIRC7,Target,BIRC7
BUB1,Target,BUB1
KIF20A,Target,KIF20A
CXCL12,Target,CXCL12
PAK4,Target,PAK4
PRMT5,Target,PRMT5
PTK2,Target,PTK2
SLC9A8,Target,SLC9A8
TAS2R5,Target,TAS2R5
LGALS3,Target,LGALS3
MARK4,Target,MARK4
F2R,Target,F2R
AQP9,Target,AQP9
FOXM1,Target,FOXM1
LORICRIN,Target,LORICRIN
PRSS50,Target,PRSS50
CIDEB,Target,CIDEB
MSI1,Target,MSI1
AMH,Target,AMH
GSK3B,Target,GSK3B
VIM2P,Target,VIM2P
LPIN1,Target,LPIN1
ADRB3,Target,ADRB3
PVALB,Target,PVALB
ALOX12,Target,ALOX12
PNPLA2,Target,PNPLA2
TET1,Target,TET1
GPX5,Target,GPX5
CASR,Target,CASR
HTR2B,Target,HTR2B
DLG4,Target,DLG4
DLK1,Target,DLK1
IGF1,Target,IGF1
CNR1,Target,CNR1
SLC9A2,Target,SLC9A2
SFTPA1,Target,SFTPA1
IL13RA2,Target,IL13RA2
ERCC1,Target,ERCC1
PBK,Target,PBK
S100G,Target,S100G
NEIL2,Target,NEIL2
TRAF2,Target,TRAF2
HDAC8,Target,HDAC8
ADCYAP1,Target,ADCYAP1
CTSC,Target,CTSC
NQO1,Target,NQO1
CORT,Target,CORT
RSAD2,Target,RSAD2
BMI1,Target,BMI1
NOTCH1,Target,NOTCH1
NRP1,Target,NRP1
AGER,Target,AGER
LEP,Target,LEP
P2RY2,Target,P2RY2
GPBAR1,Target,GPBAR1
MC4R,Target,MC4R
SLC5A6,Target,SLC5A6
IL17A,Target,IL17A
AMY2A,Target,AMY2A
ICMT,Target,ICMT
BMPR2,Target,BMPR2
UCHL1,Target,UCHL1
DUOX2,Target,DUOX2
UCP3,Target,UCP3
LMNB1,Target,LMNB1
GSR,Target,GSR
GABARAP,Target,GABARAP
ABAT,Target,ABAT
PML,Target,PML
MIR21,Target,MIR21
MEG3,Target,MEG3
SLC22A7,Target,SLC22A7
TEK,Target,TEK
KLF7,Target,KLF7
RAD51,Target,RAD51
TRPM3,Target,TRPM3
SULT1E1,Target,SULT1E1
CCND1,Target,CCND1
CCNE2,Target,CCNE2
PRKD3,Target,PRKD3
THBD,Target,THBD
MDC1,Target,MDC1
GUCY2D,Target,GUCY2D
CAPN1,Target,CAPN1
NT5E,Target,NT5E
PTPN13,Target,PTPN13
BMP5,Target,BMP5
KCNMB1,Target,KCNMB1
LGSN,Target,LGSN
HOXC13,Target,HOXC13
ELAVL4,Target,ELAVL4
ROS1,Target,ROS1
NTRK2,Target,NTRK2
LARS1,Target,LARS1
CSNK2A1,Target,CSNK2A1
NEK2,Target,NEK2
PTPN6,Target,PTPN6
GPD1,Target,GPD1
ACLY,Target,ACLY
ARRB1,Target,ARRB1
MIR203A,Target,MIR203A
GJA1,Target,GJA1
AHSG,Target,AHSG
AKT1,Target,AKT1
IL21,Target,IL21
APEX1,Target,APEX1
DAO,Target,DAO
MAOA,Target,MAOA
SKIL,Target,SKIL
CASP2,Target,CASP2
NME1,Target,NME1
SLC23A2,Target,SLC23A2
AURKA,Target,AURKA
MADCAM1,Target,MADCAM1
HAT1,Target,HAT1
FXR1,Target,FXR1
BRCA2,Target,BRCA2
SLC26A3,Target,SLC26A3
GLB1,Target,GLB1
NRG1,Target,NRG1
COX8A,Target,COX8A
DDX5,Target,DDX5
GYPA,Target,GYPA
TRPC6,Target,TRPC6
PRKCA,Target,PRKCA
WNT5A,Target,WNT5A
CSF3R,Target,CSF3R
SIGMAR1,Target,SIGMAR1
ACP1,Target,ACP1
RARG,Target,RARG
OPN4,Target,OPN4
FGF21,Target,FGF21
TNFSF13B,Target,TNFSF13B
INPPL1,Target,INPPL1
PDE5A,Target,PDE5A
ALOX5,Target,ALOX5
GZMB,Target,GZMB
GCG,Target,GCG
PRKCE,Target,PRKCE
DNAJC5,Target,DNAJC5
AVP,Target,AVP
CCK,Target,CCK
HEXB,Target,HEXB
GLO1,Target,GLO1
CLU,Target,CLU
CASP14,Target,CASP14
TNFSF9,Target,TNFSF9
MAP3K20,Target,MAP3K20
TF,Target,TF
MUC5AC,Target,MUC5AC
EIF2AK2,Target,EIF2AK2
TNF,Target,TNF
RAF1,Target,RAF1
RYR2,Target,RYR2
CDK7,Target,CDK7
SMAD5,Target,SMAD5
MTOR,Target,MTOR
XPO1,Target,XPO1
NR4A1,Target,NR4A1
SCNN1A,Target,SCNN1A
MCM6,Target,MCM6
HSP90AA1,Target,HSP90AA1
TPO,Target,TPO
ADORA1,Target,ADORA1
CSNK2A2,Target,CSNK2A2
SLC19A3,Target,SLC19A3
CFLAR,Target,CFLAR
HCAR1,Target,HCAR1
HPGDS,Target,HPGDS
EIF2AK3,Target,EIF2AK3
FFAR4,Target,FFAR4
FOXD3,Target,FOXD3
DNER,Target,DNER
NUCB2,Target,NUCB2
SLC52A1,Target,SLC52A1
FGFR2,Target,FGFR2
MCIDAS,Target,MCIDAS
CREM,Target,CREM
STIM1,Target,STIM1
SKI,Target,SKI
MMP14,Target,MMP14
KCNA5,Target,KCNA5
MLXIPL,Target,MLXIPL
CDK2,Target,CDK2
TRPV3,Target,TRPV3
EPHA2,Target,EPHA2
CDKN1A,Target,CDKN1A
SLC1A2,Target,SLC1A2
AHCYL1,Target,AHCYL1
SERPINC1,Target,SERPINC1
DBP,Target,DBP
MIR146A,Target,MIR146A
ADRA1D,Target,ADRA1D
IRAK1,Target,IRAK1
SLC17A5,Target,SLC17A5
CYP4B1,Target,CYP4B1
GABBR1,Target,GABBR1
IGF2,Target,IGF2
MAP1LC3A,Target,MAP1LC3A
YWHAZ,Target,YWHAZ
MIR182,Target,MIR182
TRIB3,Target,TRIB3
BARD1,Target,BARD1
C5AR1,Target,C5AR1
TRPV4,Target,TRPV4
CCR3,Target,CCR3
PFKM,Target,PFKM
CA9,Target,CA9
VRK1,Target,VRK1
HRH2,Target,HRH2
HGF,Target,HGF
ST6GAL2,Target,ST6GAL2
STAT3,Target,STAT3
FGF10,Target,FGF10
COL9A1,Target,COL9A1
CAMK4,Target,CAMK4
MIR7-2,Target,MIR7-2
SLC5A5,Target,SLC5A5
IKBKG,Target,IKBKG
CAV1,Target,CAV1
PAEP,Target,PAEP
ABCG2,Target,ABCG2
EIF4B,Target,EIF4B
TNFAIP3,Target,TNFAIP3
PCK1,Target,PCK1
ZBTB16,Target,ZBTB16
WNT1,Target,WNT1
GLIPR2,Target,GLIPR2
MIF,Target,MIF
GLP1R,Target,GLP1R
RAC1,Target,RAC1
IFNB1,Target,IFNB1
MAPK10,Target,MAPK10
CXCL14,Target,CXCL14
FOSB,Target,FOSB
PARP2,Target,PARP2
HSD17B3,Target,HSD17B3
STXBP1,Target,STXBP1
GLI1,Target,GLI1
IGFBP3,Target,IGFBP3
GAD1,Target,GAD1
PTHLH,Target,PTHLH
CREB1,Target,CREB1
FABP6,Target,FABP6
MUC2,Target,MUC2
AQP3,Target,AQP3
CYP2J2,Target,CYP2J2
FXYD2,Target,FXYD2
MCM5,Target,MCM5
CASP1,Target,CASP1
KDM6B,Target,KDM6B
CYP2D6,Target,CYP2D6
HSP90B1,Target,HSP90B1
ING4,Target,ING4
MT-ND1,Target,MT-ND1
IL7R,Target,IL7R
PLEK,Target,PLEK
BCL2L12,Target,BCL2L12
NR1I2,Target,NR1I2
MIR197,Target,MIR197
RPS6KA3,Target,RPS6KA3
MSX2,Target,MSX2
CD69,Target,CD69
NLRP3,Target,NLRP3
TREH,Target,TREH
CDX2,Target,CDX2
PTH,Target,PTH
NR3C2,Target,NR3C2
BAD,Target,BAD
MBTPS1,Target,MBTPS1
MMP9,Target,MMP9
FGF23,Target,FGF23
NPY,Target,NPY
MYH2,Target,MYH2
TFF1,Target,TFF1
RECK,Target,RECK
Rock2,Target,Rock2
PLA2G1B,Target,PLA2G1B
PGP,Target,PGP
BCL2L11,Target,BCL2L11
IREB2,Target,IREB2
Cyp2b1,Target,Cyp2b1
ATP2A2,Target,ATP2A2
OSR2,Target,OSR2
P2RY12,Target,P2RY12
SLC15A1,Target,SLC15A1
ATG12,Target,ATG12
BRF1,Target,BRF1
DSPP,Target,DSPP
DKK1,Target,DKK1
DHFR,Target,DHFR
USP10,Target,USP10
SNCAIP,Target,SNCAIP
UGT2B4,Target,UGT2B4
SLC18A2,Target,SLC18A2
EGF,Target,EGF
TLR4,Target,TLR4
MIP,Target,MIP
P2RY1,Target,P2RY1
SIRT3,Target,SIRT3
NME4,Target,NME4
PLXNA2,Target,PLXNA2
EMP2,Target,EMP2
PEA15,Target,PEA15
LTC4S,Target,LTC4S
GGT1,Target,GGT1
UBE3A,Target,UBE3A
ABCG1,Target,ABCG1
PCNA,Target,PCNA
CXCR4,Target,CXCR4
ADH4,Target,ADH4
JUND,Target,JUND
ASCL1,Target,ASCL1
CASP7,Target,CASP7
SRC,Target,SRC
NR4A2,Target,NR4A2
SYK,Target,SYK
SCARB1,Target,SCARB1
AATF,Target,AATF
REN,Target,REN
CDK9,Target,CDK9
NEUROG2,Target,NEUROG2
ABCB1,Target,ABCB1
AQP2,Target,AQP2
NR5A1,Target,NR5A1
KRT10,Target,KRT10
ITGAM,Target,ITGAM
GPI,Target,GPI
OPN3,Target,OPN3
MGMT,Target,MGMT
OLIG2,Target,OLIG2
HOXA11,Target,HOXA11
TRPV1,Target,TRPV1
SOCS3,Target,SOCS3
TFEB,Target,TFEB
CDT1,Target,CDT1
ERBB4,Target,ERBB4
CCN5,Target,CCN5
PSMB1,Target,PSMB1
IPMK,Target,IPMK
KDM2A,Target,KDM2A
GDE1,Target,GDE1
PRKDC,Target,PRKDC
PRSS1,Target,PRSS1
EHHADH,Target,EHHADH
TRPM8,Target,TRPM8
CCL5,Target,CCL5
IKZF1,Target,IKZF1
NR1H2,Target,NR1H2
CFTR,Target,CFTR
TMPRSS11D,Target,TMPRSS11D
CHAT,Target,CHAT
NOS2B,Target,NOS2B
gyrB,Target,gyrB
MT-ND4,Target,MT-ND4
TACR3,Target,TACR3
SLC7A11,Target,SLC7A11
MLC1,Target,MLC1
MIR374A,Target,MIR374A
DBH,Target,DBH
HRAS,Target,HRAS
DNAH8,Target,DNAH8
TRNG,Target,TRNG
MIR216B,Target,MIR216B
NFKBIA,Target,NFKBIA
XIAP,Target,XIAP
NR1I3,Target,NR1I3
GDNF,Target,GDNF
MSR1,Target,MSR1
NGB,Target,NGB
PLG,Target,PLG
CTSB,Target,CTSB
BMP4,Target,BMP4
UGT1A1,Target,UGT1A1
BSG,Target,BSG
KCNA3,Target,KCNA3
SLC4A4,Target,SLC4A4
SNCA,Target,SNCA
GPER1,Target,GPER1
HAVCR1,Target,HAVCR1
CDK4,Target,CDK4
GNAI1,Target,GNAI1
XRCC3,Target,XRCC3
MYOD1,Target,MYOD1
IDO1,Target,IDO1
FSCN1,Target,FSCN1
PMP22,Target,PMP22
SNX8,Target,SNX8
MYOC,Target,MYOC
GLUD1,Target,GLUD1
MAP3K1,Target,MAP3K1
HNRNPA1,Target,HNRNPA1
CYBA,Target,CYBA
SMO,Target,SMO
YARS1,Target,YARS1
C3,Target,C3
Gene Symbol,Target,Gene Symbol
SLC22A2,Target,SLC22A2
PRNP,Target,PRNP
FLG,Target,FLG
PINK1,Target,PINK1
HSPA5,Target,HSPA5
DMP1,Target,DMP1
GSTK1,Target,GSTK1
REST,Target,REST
PLAGL1,Target,PLAGL1
HTR7,Target,HTR7
EYA3,Target,EYA3
MTA1,Target,MTA1
CEBPB,Target,CEBPB
GPR137,Target,GPR137
ZBTB7A,Target,ZBTB7A
TNFRSF11A,Target,TNFRSF11A
SMYD2,Target,SMYD2
SPRY1,Target,SPRY1
IMPDH2,Target,IMPDH2
PRKD1,Target,PRKD1
TXK,Target,TXK
ALKBH1,Target,ALKBH1
NPR2,Target,NPR2
SERPINF1,Target,SERPINF1
SMOX,Target,SMOX
HLA-G,Target,HLA-G
PRDX2,Target,PRDX2
TGFB3,Target,TGFB3
VAV1,Target,VAV1
PGR,Target,PGR
CA2,Target,CA2
SOD2,Target,SOD2
PIAS3,Target,PIAS3
GRK2,Target,GRK2
SRR,Target,SRR
ID1,Target,ID1
ATF2,Target,ATF2
ACADM,Target,ACADM
FAAH,Target,FAAH
TKT,Target,TKT
IRS1,Target,IRS1
MIR185,Target,MIR185
ARG2,Target,ARG2
PLK1,Target,PLK1
RARB,Target,RARB
AR,Target,AR
PRDM2,Target,PRDM2
ATF6,Target,ATF6
ESR1,Target,ESR1
BGLAP,Target,BGLAP
SDC3,Target,SDC3
MPZ,Target,MPZ
CYP3A4,Target,CYP3A4
SIX6,Target,SIX6
KRT14,Target,KRT14
NOX4,Target,NOX4
STARD5,Target,STARD5
GNRH2,Target,GNRH2
NOS1,Target,NOS1
SCP2,Target,SCP2
GADD45A,Target,GADD45A
ERG,Target,ERG
P4HA2,Target,P4HA2
HOXA1,Target,HOXA1
BRCA1,Target,BRCA1
ALPI,Target,ALPI
LRRK2,Target,LRRK2
CDC37,Target,CDC37
MIR148A,Target,MIR148A
TET2,Target,TET2
FLT3,Target,FLT3
MVP,Target,MVP
UGP2,Target,UGP2
FOXO3,Target,FOXO3
CYP17A1,Target,CYP17A1
SERPINA1,Target,SERPINA1
F3,Target,F3
SFRP1,Target,SFRP1
SHH,Target,SHH
SELENOK,Target,SELENOK
MYC,Target,MYC
TG,Target,TG
GUCA2A,Target,GUCA2A
CXCL1,Target,CXCL1
NCF1,Target,NCF1
SELENOS,Target,SELENOS
MAFA,Target,MAFA
EPHA4,Target,EPHA4
PDE4A,Target,PDE4A
HPSE,Target,HPSE
DPYD,Target,DPYD
PRKG1,Target,PRKG1
MPL,Target,MPL
TGFBR1,Target,TGFBR1
NTRK1,Target,NTRK1
CTSD,Target,CTSD
FOLH1,Target,FOLH1
UGT1A,Target,UGT1A
ECI1,Target,ECI1
ODC1,Target,ODC1
AQP4,Target,AQP4
ADIPOR1,Target,ADIPOR1
MTDH,Target,MTDH
POLL,Target,POLL
CDC25A,Target,CDC25A
FSHB,Target,FSHB
MAGEC3,Target,MAGEC3
EGFR,Target,EGFR
CDKN2B,Target,CDKN2B
CYCS,Target,CYCS
THEM4,Target,THEM4
NPHS2,Target,NPHS2
PIK3CB,Target,PIK3CB
FCER1A,Target,FCER1A
AAGAB,Target,AAGAB
ITGA3,Target,ITGA3
MAP2K2,Target,MAP2K2
DNMT3A,Target,DNMT3A
CALCA,Target,CALCA
Cyp2b10,Target,Cyp2b10
KRT5,Target,KRT5
CSF1,Target,CSF1
BID,Target,BID
NANOG,Target,NANOG
CNP,Target,CNP
GPCPD1,Target,GPCPD1
LEPR,Target,LEPR
CCND3,Target,CCND3
ADORA3,Target,ADORA3
FCAMR,Target,FCAMR
LOX,Target,LOX
SPHK2,Target,SPHK2
CYSLTR1,Target,CYSLTR1
SMAD2,Target,SMAD2
UQCRC1,Target,UQCRC1
PLP1,Target,PLP1
F11R,Target,F11R
CYP1A2,Target,CYP1A2
YAP1,Target,YAP1
VLDLR,Target,VLDLR
MIR190B,Target,MIR190B
PHB,Target,PHB
JAK3,Target,JAK3
ME1,Target,ME1
FDPS,Target,FDPS
KITLG,Target,KITLG
DAPK1,Target,DAPK1
TOP2A,Target,TOP2A
MEF2A,Target,MEF2A
AMER1,Target,AMER1
STARD3,Target,STARD3
MIR93,Target,MIR93
CHRNA7,Target,CHRNA7
MET,Target,MET
ENG,Target,ENG
JUNB,Target,JUNB
APOA5,Target,APOA5
NISCH,Target,NISCH
PTGER4,Target,PTGER4
CDK5,Target,CDK5
ADAM17,Target,ADAM17
DDIT4,Target,DDIT4
ADM,Target,ADM
MIRLET7B,Target,MIRLET7B
PODXL,Target,PODXL
CEBPE,Target,CEBPE
RETN,Target,RETN
UGT2B7,Target,UGT2B7
GATA1,Target,GATA1
OPRD1,Target,OPRD1
ATP5F1B,Target,ATP5F1B
CCN1,Target,CCN1
MMP3,Target,MMP3
AMY1A,Target,AMY1A
CACNA1I,Target,CACNA1I
KRT6A,Target,KRT6A
ALDH1A1,Target,ALDH1A1
FOLR2,Target,FOLR2
ABHD15,Target,ABHD15
NR3C1,Target,NR3C1
VASP,Target,VASP
PRF1,Target,PRF1
CACNA1S,Target,CACNA1S
ABCB11,Target,ABCB11
VAMP2,Target,VAMP2
RAB9A,Target,RAB9A
HSF1,Target,HSF1
ITGB3,Target,ITGB3
CLIC1,Target,CLIC1
MIR196B,Target,MIR196B
PARK7,Target,PARK7
MELK,Target,MELK
DHCR24,Target,DHCR24
MIR29B1,Target,MIR29B1
DHODH,Target,DHODH
GRIN2B,Target,GRIN2B
MAT1A,Target,MAT1A
CD40,Target,CD40
MCM7,Target,MCM7
LIF,Target,LIF
HMGN1,Target,HMGN1
CSN2,Target,CSN2
GDF15,Target,GDF15
ADAM10,Target,ADAM10
AIFM1,Target,AIFM1
PEG10,Target,PEG10
TPMT,Target,TPMT
MYB,Target,MYB
CAV3,Target,CAV3
CRK,Target,CRK
NPSR1,Target,NPSR1
CHRNA5,Target,CHRNA5
PCGF1,Target,PCGF1
PFKFB3,Target,PFKFB3
SCNN1G,Target,SCNN1G
APOBEC3B,Target,APOBEC3B
ANGPT1,Target,ANGPT1
ARC,Target,ARC
SMPD1,Target,SMPD1
CDC20,Target,CDC20
PDE4B,Target,PDE4B
PIK3CG,Target,PIK3CG
NPM1,Target,NPM1
FABP7,Target,FABP7
NEDD4L,Target,NEDD4L
SLC12A3,Target,SLC12A3
PTPA,Target,PTPA
PIM1,Target,PIM1
ACOX1,Target,ACOX1
IL4,Target,IL4
MGAT1,Target,MGAT1
GSTP1,Target,GSTP1
IL11,Target,IL11
AGRN,Target,AGRN
LOC102724197,Target,LOC102724197
PDCD4,Target,PDCD4
PSME1,Target,PSME1
DECR1,Target,DECR1
CRTC1,Target,CRTC1
FABP1,Target,FABP1
TIPARP,Target,TIPARP
CEBPA,Target,CEBPA
IL17B,Target,IL17B
SMAD7,Target,SMAD7
OCLN,Target,OCLN
PRKAG2,Target,PRKAG2
CES1,Target,CES1
COL3A1,Target,COL3A1
RNF8,Target,RNF8
NEK11,Target,NEK11
ATP6AP2,Target,ATP6AP2
NTN1,Target,NTN1
MIR34C,Target,MIR34C
BIRC3,Target,BIRC3
IL10,Target,IL10
ITGA5,Target,ITGA5
MGST1,Target,MGST1
LAMP1,Target,LAMP1
TCF4,Target,TCF4
PLA2G7,Target,PLA2G7
AXL,Target,AXL
FZD1,Target,FZD1
IDE,Target,IDE
NPPB,Target,NPPB
RARRES2,Target,RARRES2
CTBP2,Target,CTBP2
PDE10A,Target,PDE10A
NRG3,Target,NRG3
MMP13,Target,MMP13
RCAN2,Target,RCAN2
HTR1A,Target,HTR1A
KIF11,Target,KIF11
SOX2,Target,SOX2
SELP,Target,SELP
NFATC4,Target,NFATC4
CDKN2A,Target,CDKN2A
ADAM9,Target,ADAM9
MYH11,Target,MYH11
ABCC5,Target,ABCC5
COL10A1,Target,COL10A1
SLC9C1,Target,SLC9C1
USP5,Target,USP5
CDC25B,Target,CDC25B
Alpl,Target,Alpl
SERPINF2,Target,SERPINF2
SLC10A2,Target,SLC10A2
PKM,Target,PKM
IMPDH1,Target,IMPDH1
HES3,Target,HES3
CD55,Target,CD55
SLC2A1,Target,SLC2A1
CCR7,Target,CCR7
LPO,Target,LPO
IER3,Target,IER3
CD38,Target,CD38
UCP1,Target,UCP1
PDK4,Target,PDK4
MFSD4B,Target,MFSD4B
WT1,Target,WT1
IFI27,Target,IFI27
CCNA2,Target,CCNA2
ADORA2A,Target,ADORA2A
FOSL1,Target,FOSL1
LALBA,Target,LALBA
HTR1B,Target,HTR1B
CTSG,Target,CTSG
CCL2,Target,CCL2
CDC25C,Target,CDC25C
MUC4,Target,MUC4
MIR122,Target,MIR122
RAP1B,Target,RAP1B
SHC1,Target,SHC1
MSH6,Target,MSH6
NGF,Target,NGF
MERTK,Target,MERTK
RELA,Target,RELA
FBLN2,Target,FBLN2
MMP10,Target,MMP10
NCOA1,Target,NCOA1
